image_id,bboxes,kfold,label
a4cf0a951d9b,"[[0.6181998079280753, 0.2681518149324861, 0.9467714344094812, 0.6798679745830024], [0.1435962975071516, 0.2797029706115965, 0.4169815038823048, 0.7301980540111199]]",0,opacity
a4cfc6a085c6,"[[0.1937697295514512, 0.0606079844006568, 0.506664224934037, 0.4523009482758621]]",1,opacity
a4cfd67447fb,"[[0.6640034273624824, 0.6478603553082192, 0.8315609132581101, 0.9492257962328766], [0.106719643864598, 0.6719695890410959, 0.337576625528914, 0.9190892508561644]]",0,opacity
a4f1451369b3,"[[0.6747006196721311, 0.5094816699487987, 0.9209653475409836, 0.8103665773926743], [0.1905904459016393, 0.501896333202048, 0.3894965770491803, 0.8040455021662071]]",2,opacity
a4faba634b4f,"[[0.746065300141243, 0.2352259655172413, 0.8742149894067796, 0.420625724137931]]",4,opacity
a511eb6f070e,"[[0.5796119485981309, 0.502892721590909, 0.7445603691588786, 0.738167784090909]]",1,opacity
a51a85d4bcb0,"[[0.040448360603144, 0.2031673709748566, 0.4191033140840551, 0.8799190030877813], [0.4858674462624318, 0.2078577238641376, 0.9361598427975616, 0.8819291530657256]]",0,opacity
a51e92ea4a9a,"[[0.6077875986842105, 0.5893262299311928, 0.7731262147556391, 0.758256003440367]]",1,opacity
a5258915a31b,"[[0.2071097697368421, 0.4612415937499999, 0.3883949572368421, 0.72525952734375], [0.6358093355263158, 0.55195544921875, 0.8091134144736842, 0.7780631171875]]",1,opacity
a535619f97fc,"[[0.5661773167539267, 0.7225955227987422, 0.8051313121727748, 0.9663133647798742], [0.0341664790575916, 0.6348571855345911, 0.3227147218586387, 0.8785749803459119]]",1,opacity
a535938eb950,"[[0.1821437967914438, 0.3916085041056765, 0.3503877339572192, 0.4949454908961086]]",1,opacity
a535db085fbf,"[[0.6446014248021108, 0.1800679484126984, 0.8874471437994723, 0.6183465357142857], [0.2342111081794195, 0.1608153968253968, 0.5052946306068602, 0.642129119047619]]",4,opacity
a54491999493,"[[0.204166672, 0.199401845703125, 0.3108333359999999, 0.4018351025390625]]",3,opacity
a5483e0618a0,"[[0.1955026055408971, 0.1830822394459103, 0.3971248350923483, 0.7022016226912928]]",1,opacity
a5532d090508,"[[0.7291666678420311, 0.3032241566780822, 0.8225000105782792, 0.479260102739726], [0.2083333392101551, 0.2202646960616438, 0.3508333180535966, 0.4701548287671233]]",0,opacity
a55ec6cda428,"[[0.7017778537735849, 0.2554680632183908, 0.8755509316037736, 0.6824146810344828], [0.2429307287735849, 0.1793525632183908, 0.4274748702830188, 0.6526684310344828]]",3,opacity
a5b0a1b1c7c5,"[[0.6772602657943161, 0.385, 0.8649314986710285, 0.665], [0.229315060314864, 0.3366666666666666, 0.4991780740134942, 0.6550000000000001]]",1,opacity
a5b12ea05ca9,"[[0.2465116295081967, 0.4871492359196534, 0.3646511573770491, 0.5944245687278457]]",0,opacity
a5c4c8a44bf6,"[[0.1908333387031816, 0.1773639359861591, 0.4266666693515908, 0.4002110250865052], [0.7658333427305679, 0.7331392041522491, 0.849999963753524, 0.8262159169550173], [0.1066666653242046, 0.4306399480968857, 0.305, 0.6767562153979239], [0.6566666653242046, 0.2847601254325259, 0.8291666653242047, 0.5451958953287197]]",1,opacity
a5c5e8425f03,"[[0.1716377699115044, 0.2866097060662914, 0.4357625699115044, 0.8240871419637273], [0.5170600318584071, 0.1215320012507817, 0.7958993061946903, 0.8169380362726705]]",3,opacity
a5d628756358,"[[0.781668382304391, 0.4810459819678557, 0.8805355034664907, 0.6767003371226971], [0.0926879465170023, 0.4712632967463739, 0.2451081280950809, 0.640015190121521]]",2,opacity
a5d66b038255,"[[0.1915550988700565, 0.358570974137931, 0.3892893926553673, 0.5584573232758622]]",1,opacity
a5e66dc2ba95,"[[0.6379071522556391, 0.49246811353211, 0.7575631907894737, 0.6616454214449542], [0.1545347579887218, 0.4936268663990826, 0.3055292669172932, 0.794901508027523]]",3,opacity
a5ec3831886a,"[[0.5846485296191819, 0.2951251626712328, 0.8950265021156559, 0.8102766438356164], [0.2731853349788434, 0.3043478253424657, 0.5293013963328631, 0.764163386130137]]",0,opacity
a5efe4c77d96,"[[0.7312143502824858, 0.2751981867816092, 0.916765593220339, 0.6896942471264368], [0.096628813559322, 0.1981879942528735, 0.2858911393596987, 0.6738392126436781]]",1,opacity
a600ed075926,"[[0.5506308215796897, 0.2844036686643836, 0.8105860507757405, 0.7724770976027397], [0.2302208885754584, 0.3266055051369863, 0.4161191043723555, 0.7908256806506849]]",3,opacity
a613a3d1b65d,"[[0.1805639940633245, 0.3316666666666666, 0.395273756596306, 0.7633333333333333], [0.5961312763852242, 0.3966666666666666, 0.8080705903693931, 0.7933333333333333]]",2,opacity
a618d316ce00,"[[0.5829246227080396, 0.3333333347602739, 0.868472341325811, 0.74], [0.09008023977433, 0.405, 0.4895724823695346, 0.735]]",1,opacity
a61bb89f5ec8,"[[0.2233072828638497, 0.073599625, 0.4256099207746479, 0.4359398535714285]]",0,opacity
a61ec2856ea1,"[[0.1456896704774714, 0.2660217641094964, 0.3117162340282448, 0.6311970834741467], [0.7159548419636852, 0.3748488577222034, 0.8819813853396099, 0.6577993038188578]]",4,opacity
a62165f76102,"[[0.0950706272530641, 0.6048736578947368, 0.4157482119682768, 0.9407710350877192], [0.6100660850757029, 0.5971221842105263, 0.8638473540014419, 0.9485225175438596]]",2,opacity
a6265fd0fbbd,"[[0.0546148307475317, 0.4852968279109589, 0.183458533145275, 0.8006032577054795]]",3,opacity
a6271199f75f,"[[0.2540569151069519, 0.5111769174189233, 0.4312316911764706, 0.7147564861250417], [0.6794360026737968, 0.4241566098294884, 0.8191008422459892, 0.6668554496823804]]",3,opacity
a643b580a4ae,"[[0.1257158920187793, 0.1690438035714285, 0.3348792341549296, 0.5072737321428571], [0.5998194718309859, 0.3302788857142857, 0.7133652787558685, 0.5290950642857143]]",1,opacity
a6440ba889a8,"[[0.196999025, 0.5311572698158527, 0.3886641499999999, 0.7074183947157727]]",3,opacity
a648b88334e7,"[[0.5733333344470432, 0.5996703590733591, 0.8933332976946208, 0.8086410656370657], [0.0949999999999999, 0.6767102586872586, 0.4175000066822586, 0.8375310154440153]]",2,opacity
a650491c7276,"[[0.3258333090277778, 0.1527558976377952, 0.4991666666666666, 0.4645669212598425], [0.7158333854166667, 0.3105511732283464, 0.91166671875, 0.5921259803149607]]",2,opacity
a656f310024c,"[[0.1387050896226415, 0.2376644712643678, 0.358742945754717, 0.6077302873563218], [0.6705757193396227, 0.2870065948275862, 0.8683398160377358, 0.7475328793103448]]",3,opacity
a67920ee2f33,"[[0.2443668537735849, 0.1443569540229885, 0.4763036721698113, 0.5844269454022988], [0.6529490448113207, 0.1469816264367816, 0.8698063797169812, 0.6290463505747127]]",3,opacity
a6840daf11ba,"[[0.6486795944992948, 0.1761006292808219, 0.838284964739069, 0.6867924529109589], [0.266360634696756, 0.1635220119863013, 0.4829044146685473, 0.5182390068493151]]",3,opacity
a6a58e69de4d,"[[0.1320433654532476, 0.336694512674045, 0.396735613847252, 0.7429604534094966]]",2,opacity
a6b6e0c9dde0,"[[0.0104563575458392, 0.5866666652397261, 0.3262062411847672, 0.8266666652397261], [0.4264225070521861, 0.645, 0.761391988716502, 0.865]]",2,opacity
a6c10c2ecfda,"[[0.1934449823695345, 0.3228515796232876, 0.3946402080394923, 0.8633659118150685], [0.6157556805359662, 0.2515085316780822, 0.8936441396332864, 0.7835584160958904]]",4,opacity
a6d4e478907c,"[[0.1595300623916811, 0.1901792654934965, 0.4723805649913345, 0.5681995256312166], [0.6058540242634316, 0.2930631331293037, 0.846671164644714, 0.5401403098699311]]",2,opacity
a6d894cfde01,"[[0.6987573730534868, 0.1964107679296346, 0.8623775423155045, 0.3310069756427605], [0.1719802234258632, 0.2432702029769959, 0.406435971563981, 0.5872382848443843]]",1,opacity
a6d8e6229af7,"[[0.1922957182539682, 0.2660217645118733, 0.4308938531746031, 0.5151148515831134], [0.6360300039682539, 0.2285368799472295, 0.9575554563492064, 0.496977025065963]]",0,opacity
a6d96727e16a,"[[0.5846354174528302, 0.3401655344827586, 0.8411457948113207, 0.9295303678160918], [0.1347656202830189, 0.2425990833333333, 0.4576822783018868, 0.900974316091954]]",2,opacity
a6dca97e3503,"[[0.592055780075188, 0.25, 0.8829956296992482, 0.83], [0.2041359821428571, 0.2383333342889908, 0.481416684680451, 0.7733333342889908]]",2,opacity
a6de43bd68d4,"[[0.653953488700565, 0.3705500862068965, 0.8520930320150659, 0.7009879683908046], [0.1832558050847457, 0.2002212988505747, 0.4483720927495291, 0.7554931408045976]]",0,opacity
a6e864398336,"[[0.2274191256281407, 0.5547162377575143, 0.409162539363484, 0.7520263458291117], [0.2956757051926298, 0.3051769976359338, 0.372155986599665, 0.4220707835190814]]",1,opacity
a6f2e4c387f0,"[[0.2102893185028248, 0.1784969051724138, 0.425082959039548, 0.3209357672413793]]",4,opacity
a6f610cc46fb,"[[0.1716485003604902, 0.3362831842105263, 0.3597232372025956, 0.8520859649122806], [0.6943092573900504, 0.4096080877192982, 0.8865403388608507, 0.8482933245614035]]",2,opacity
a6fae815f05c,"[[0.4961428990765171, 0.6432760455145119, 0.8141259432717679, 0.7772918865435356], [0.0514539676781002, 0.5592115600263852, 0.2366394953825857, 0.7663269525065962]]",0,opacity
a7077c5d097c,"[[0.5859717571989529, 0.365648789308176, 0.8433730693717278, 0.7114055856918239], [0.2265967571989529, 0.3300852358490566, 0.4387678239528795, 0.6916480503144654]]",0,opacity
a714abec2bef,"[[0.6070339053672317, 0.4616666681034482, 0.9169679908192092, 0.8599999999999999], [0.1591996327683615, 0.445, 0.5128248693502825, 0.8083333318965517]]",1,opacity
a78f01529895,"[[0.5906152176781002, 0.2226475615763546, 0.7223619986807388, 0.5728011904761904], [0.1785350560686016, 0.2731979105090312, 0.3073101055408971, 0.5099214901477833]]",4,opacity
a795d215c013,"[[0.1985334626234132, 0.435, 0.331697542313117, 0.54]]",4,opacity
a79f46805078,"[[0.1354378808180536, 0.4208771618150684, 0.3350305571227081, 0.6409375385273973], [0.5071283110014104, 0.4517845205479451, 0.7830956699576869, 0.8140187671232877]]",1,opacity
a7c8151bb532,"[[0.1106286239830208, 0.1033333347141673, 0.4721166572338167, 0.7433333347141674], [0.585971156703219, 0.1133333347141673, 0.8891087584011319, 0.845]]",0,opacity
a7d0372ba917,"[[0.1379721546052631, 0.4778761066513761, 0.4014849154135338, 0.7831858228211009], [0.5900536865601503, 0.4572271387614679, 0.8293909468984962, 0.7448377780963302], [0.6529099412593985, 0.2802359891055045, 0.7423591987781955, 0.3923303784403669]]",1,opacity
a7e5d6de0277,"[[0.7075410224274407, 0.3590192651888341, 0.9087503397097626, 0.8563922988505748], [0.0799931827176781, 0.2977232922824301, 0.3121577407651715, 0.7670752996715927]]",1,opacity
a7fd8a671824,"[[0.6558730733082706, 0.144782115825688, 0.7973204417293233, 0.5762614736238532], [0.1583401785714285, 0.0685206479357798, 0.3030770347744361, 0.4769208772935779]]",0,opacity
a815876879fa,"[[0.2700171302816901, 0.2087912078313253, 0.5409424647887323, 0.6348266927710844]]",4,opacity
a818e98c3f90,"[[0.6864794829842932, 0.275, 0.9056941426701572, 0.8366666666666667], [0.1204061845549738, 0.3366666666666666, 0.3118721531413613, 0.9316666666666666]]",4,opacity
a81a66becc7b,"[[0.5706351728971963, 0.6294869375, 0.8405022897196261, 0.8564910397727272]]",3,opacity
a82bf3cc9727,"[[0.6790086714659685, 0.664068588836478, 0.8561417212041884, 0.8698362853773586]]",3,opacity
a82f4bf3f6be,"[[0.708277235213205, 0.5676100628001478, 0.8792312517193946, 0.7544025341706687]]",0,opacity
a8307a24ea1d,"[[0.4670791149506347, 0.0897226755136986, 0.8292094781382228, 0.7177813827054794], [0.1217451939351198, 0.1305057106164383, 0.4301270416078985, 0.6769983518835616]]",2,opacity
a84b6afbf1f0,"[[0.1685074184397163, 0.1085814340753424, 0.4789643971631205, 0.691768797089041], [0.7255890567375887, 0.2469352011986301, 1.0, 0.8283712799657535]]",3,opacity
a84e98abdf6d,"[[0.1884585093896713, 0.6334739036144578, 0.4208528755868544, 0.784076313253012]]",4,opacity
a87158f376c5,"[[0.7640489736346516, 0.1666666666666666, 0.9592937947269304, 0.51], [0.1673917231638418, 0.1033333333333333, 0.4363653578154425, 0.4516666666666667]]",1,opacity
a881b6526c07,"[[0.205, 0.3123034551886792, 0.4208333344240838, 0.5986032507861635], [0.5366666721204189, 0.4554533411949685, 0.7508333246073299, 0.7137237971698113]]",0,opacity
a89597e83359,"[[0.1708333341165413, 0.4079778153669725, 0.3483333482142857, 0.560500751146789], [0.6, 0.3896750630733945, 0.7383333129699248, 0.5472821158256881]]",3,opacity
a89be9ca2f61,"[[0.6308794729444834, 0.2503401373390558, 0.8814997329585382, 0.722448982832618], [0.2165206148981026, 0.281632652360515, 0.4147890723822909, 0.7088435407725322]]",0,opacity
a8b68a68357c,"[[0.5783333333333334, 0.585634846214511, 0.7374999639107612, 0.7749329298107256], [0.1791666666666666, 0.3011868966876971, 0.3750000065616797, 0.8190023501577287]]",3,opacity
a8b95b4c90ff,"[[0.5769978941798941, 0.5130479583503471, 0.7898021869488536, 0.7374729563086974], [0.257791365079365, 0.4984342752143732, 0.4687922892416225, 0.768788064516129]]",1,opacity
a8f9b3071e77,"[[0.7954022988505747, 0.1088993726415094, 1.0, 0.4079559764150943], [0.0482758620689655, 0.0872012594339622, 0.328735632183908, 0.3985220141509434]]",1,opacity
a92a89c016bf,"[[0.480560417827298, 0.2418406125827814, 0.8396241643454039, 0.8415832491721854], [0.0004574059888579, 0.2293346440397351, 0.3131498050139276, 0.840495732615894]]",1,opacity
a94823f01ad4,"[[0.1968231778523489, 0.5152122116644823, 0.3543969362416107, 0.669068633682831]]",1,opacity
a951ab295c6e,"[[0.7133333018867924, 0.5329980747126437, 0.8691666509433962, 0.7066187873563218], [0.305, 0.5096455689655173, 0.435000016509434, 0.5949329051724137], [0.2924999976415094, 0.1918486522988506, 0.4041666650943396, 0.4598946264367816]]",3,opacity
a96dd75ea710,"[[0.7700369776995305, 0.6715741785714285, 0.9086755399061032, 0.8516421035714286], [0.1131321654929577, 0.7678369178571428, 0.2601448591549296, 0.8788221999999999]]",1,opacity
a97b888b1010,"[[0.1758686354712042, 0.4571183529874214, 0.3310328435863874, 0.7773013443396226], [0.7679676341623037, 0.5566037735849056, 0.8584007264397906, 0.718982287735849]]",0,opacity
a98318b68937,"[[0.2111225626649076, 0.2622193062397372, 0.3614830145118733, 0.5301231527093596], [0.6725026187335092, 0.3980939901477833, 0.8671472757255937, 0.6057515270935961]]",4,opacity
a997a9c0f53d,"[[0.0674204397981254, 0.3476005175438596, 0.3030155587599135, 1.0], [0.5172898485940879, 0.5667963684210526, 0.7102433165104541, 0.9468222894736844]]",1,opacity
a9b110fcfef1,"[[0.6542394005641748, 0.4502702011986302, 0.7821168758815232, 0.6831430479452055]]",1,opacity
a9df9aa64b16,"[[0.6846039948210924, 0.4679865431034483, 0.9220737193973636, 0.852388433908046], [0.0728613347457627, 0.5604110402298851, 0.4196015489642185, 0.7988242356321839]]",4,opacity
aa0205864615,"[[0.0184404137199434, 0.1963552801724137, 0.4252471393210749, 0.8884122887931034], [0.4498343599717114, 0.1990799137931034, 0.8722875318246109, 0.9429049655172412]]",2,opacity
aa050a07c086,"[[0.0970086745283018, 0.3666666666666666, 0.3363954669811321, 0.8833333333333333]]",4,opacity
aa18b67e9ecd,"[[0.1984250514018691, 0.3855543579545454, 0.3846800327102804, 0.5805358125], [0.5510146915887851, 0.4727510284090909, 0.7133652990654206, 0.6689435795454546]]",3,opacity
aa242582e259,"[[0.5700734369114878, 0.1957671954022988, 0.6979394444444446, 0.3871252298850575], [0.5969224741054614, 0.4980544655172414, 0.8328036982109228, 0.8054474712643678], [0.0805338983050847, 0.5421530775862069, 0.2346004543314501, 0.8015564195402298]]",3,opacity
aa301afc5162,"[[0.1771872051114023, 0.2831505471821756, 0.3247445150720839, 0.6251246297509829], [0.7574464154652686, 0.278165504587156, 0.8551533027522935, 0.6151545412844037]]",2,opacity
aa4e8e7e82a7,"[[0.1524201846965699, 0.2160731773399014, 0.3944387302110818, 0.5326868349753694], [0.7621009267810026, 0.4673131609195401, 0.8949536873350923, 0.6198517405582922]]",2,opacity
aa4f6dcff138,"[[0.176432293286219, 0.4450751874330596, 0.4238281307420495, 0.6700366976079971]]",4,opacity
aa653fe0943a,"[[0.6416666650099403, 0.4668889467658844, 0.8599999751491054, 0.9045305838580424], [0.1383333449304175, 0.278779811104751, 0.3033333349900596, 0.5340707956496852], [0.1833333349900596, 0.6943474470520893, 0.3458333250497017, 0.9170072581568404]]",3,opacity
aa692e36993f,"[[0.4744676640230713, 0.4699351315789473, 0.7741522206200432, 0.6759112807017544], [0.0517547296322999, 0.2895460701754386, 0.1884529488103821, 0.4635383771929824]]",3,opacity
aa7fa629acb3,"[[0.238281256596306, 0.0170851904761904, 0.5078125065963061, 0.581856619047619], [0.6315104155672823, 0.0828838015873015, 0.917968736807388, 0.6680214523809525]]",4,opacity
aa9009799d95,"[[0.6895504581151832, 0.5234464819182391, 0.9304142768324608, 0.830745011792453]]",2,opacity
aaa47fa94799,"[[0.1758346470976253, 0.6916729047619048, 0.3808819525065963, 0.8725919087301588]]",3,opacity
aac2ef61107a,"[[0.1994992447229551, 0.1911935057471264, 0.3810390765171504, 0.5573580541871922], [0.7217753430079156, 0.0926998891625615, 0.9098319854881266, 0.5932792610837438]]",0,opacity
aadebc7de4f9,"[[0.228131777306968, 0.50627375, 0.3905459604519774, 0.734570051724138]]",3,opacity
aae639baa02e,"[[0.1081569624010554, 0.3081581984126984, 0.4383343502638523, 0.8492550833333333], [0.4852992348284961, 0.3115828611111111, 0.8624415039577835, 0.8526798412698413]]",1,opacity
ab03f7662b1d,"[[0.5938663753481894, 0.2975486043165468, 0.808242754178273, 0.6754015143884893], [0.1552948816155988, 0.3212172446043165, 0.4122192061281337, 0.6517328705035971]]",0,opacity
ab0959949c38,"[[0.6839527835768963, 0.1577176778761062, 0.9559798086290884, 0.5902469097345132], [0.1741272860125261, 0.2823447327433628, 0.4479558002783577, 0.5370970938053097]]",0,opacity
ab1b0948a01f,"[[0.1561225694444444, 0.2000000236220472, 0.4101873090277778, 0.7798165157480316], [0.5606842534722222, 0.3137614803149606, 0.80342128125, 0.7798165157480316]]",4,opacity
ab26438e1fa9,"[[0.8376259769303201, 0.1592920344827586, 1.0, 0.5815423304597701], [0.3632925517890772, 0.1011377988505747, 0.5849243361581921, 0.2882427356321839]]",3,opacity
ab293c13f037,"[[0.1563934195026178, 0.6122663797169811, 0.4937684227748691, 0.9408454009433962], [0.5999541753926702, 0.6397152397798742, 0.9648836943717276, 0.864150051100629]]",2,opacity
ab2ce44e1d5b,"[[0.5772602667627974, 0.2016666666666666, 0.8430136914203317, 0.6699999999999999], [0.1115068421052631, 0.145, 0.3772602667627974, 0.7]]",0,opacity
ab37848b342f,"[[0.577835437235543, 0.3614678895547945, 0.9466091184767276, 0.9449541309931508]]",2,opacity
ab4ea96e3ac6,"[[0.5128839315937941, 0.1912137799657534, 0.6978633638928068, 0.4103356207191781], [0.071986350493653, 0.1683204537671233, 0.2452923236953455, 0.4081553039383561]]",1,opacity
ab54605f795a,"[[0.6073533344327177, 0.1962379801587301, 0.8162348845646438, 0.5633249761904762], [0.3014322823218997, 0.209100865079365, 0.4823533476253299, 0.5128628571428572]]",4,opacity
ab6c943a5189,"[[0.1157540513000702, 0.1299999999999999, 0.2794926317638792, 0.7016666652360516], [0.6192501862262825, 0.3116666652360514, 0.8785029374560788, 0.81]]",0,opacity
ab6eb36dcfe8,"[[0.1948380582865168, 0.5083487948011028, 0.3188876193820224, 0.6641929184718393]]",3,opacity
ab787975fed9,"[[0.6396601084905661, 0.4059509109195403, 0.8946401745283019, 0.6474447155172414], [0.2352776391509433, 0.3865343132183908, 0.4613732641509434, 0.6001168103448276]]",3,opacity
ab91cf190fdf,"[[0.1526374858490566, 0.3434279109195402, 0.2368125801886792, 0.8015209971264367], [0.6857463514150943, 0.3994930344827586, 0.8226711816037736, 0.8234000488505747]]",4,opacity
aba3c1c137fb,"[[0.1964978609625668, 0.3621621631561351, 0.4342561898395721, 0.7783783416917418], [0.6738157586898396, 0.4090090170511535, 0.9169777406417112, 0.7747747709796056]]",4,opacity
abb196813f7e,"[[0.5725904397981255, 0.557358052631579, 0.7240214347512618, 0.9212051140350876], [0.0678205263157894, 0.3696408157894737, 0.3097291348233598, 0.8088064824561404]]",0,opacity
abb479b59c4b,"[[0.225193578125, 0.2793931739961759, 0.4452453249999999, 0.8874842179732313], [0.60021135625, 0.2275600497131931, 0.8595211625, 0.816687739961759]]",1,opacity
abb96ea8a826,"[[0.1591809454022988, 0.0365079504716981, 0.2848879367816092, 0.3428571438679245], [0.8438005431034483, 0.0595238089622641, 0.9816274367816092, 0.4349206320754717]]",0,opacity
abcae85ea595,"[[0.1462409873060648, 0.1380382106164383, 0.2966014386459802, 0.4318586558219178], [0.0690010296191819, 0.4606155565068493, 0.1678681805359661, 0.6344072602739725]]",2,opacity
abe7166bb280,"[[0.6825365511079343, 0.3883333345233845, 0.9795213009292352, 0.6916666690467689], [0.061871790564689, 0.3916666654766155, 0.4089101501072194, 0.63]]",2,opacity
abea895b62de,"[[0.0958401768033946, 0.2714439568965517, 0.1937020120226308, 0.5581414482758621], [0.715083585572843, 0.3255756508620689, 0.8261033415841583, 0.6583853362068965]]",1,opacity
ac0972561d50,"[[0.101754643864598, 0.0954128424657534, 0.3647326128349788, 0.7449541481164383], [0.5400512905500705, 0.2678898630136986, 0.8272111565585332, 0.7321100599315069]]",1,opacity
ac122c375a7f,"[[0.1526083145275035, 0.247276297089041, 0.4773095133991538, 0.6995186900684931], [0.666552538787024, 0.1299834803082191, 0.9115724471086036, 0.5906902825342466]]",1,opacity
ac179fba478f,"[[0.0823699405548216, 0.3466666644823067, 0.3309916941875826, 0.6900000000000001], [0.599771964993395, 0.4333333322411533, 0.9139089101717304, 0.6233333322411533]]",3,opacity
ac1c89907fa2,"[[0.6788993889618922, 0.3973414392744479, 0.8335046484888304, 0.5829165457413249], [0.2710046517739816, 0.3943801380126183, 0.4338335972404731, 0.5444195938485804]]",4,opacity
ac212043ee3c,"[[0.5, 0.2039984417808219, 0.7975260719322991, 0.8876869434931507], [0.127604167842031, 0.1154746104452054, 0.4492187552891397, 0.8710887328767123]]",1,opacity
ac26385a13d5,"[[0.0823291408045977, 0.1801692924528302, 0.2959526954022988, 0.6263603396226415], [0.687841393678161, 0.3917775094339622, 0.8440075574712644, 0.6384522735849056], [0.5802929913793103, 0.2357920188679245, 0.7011008218390805, 0.3772672216981132]]",1,opacity
ac5006047f9b,"[[0.1298214386261261, 0.0279605352032054, 0.5270110247747748, 0.4769736834573554]]",1,opacity
ac656e2690b8,"[[0.1821472196721311, 0.5482056715242222, 0.3582766754098361, 0.7703618668767231], [0.632378137704918, 0.5706857621110674, 0.8514391475409836, 0.8219338400945253]]",2,opacity
ac659a88deca,"[[0.071829406542056, 0.174529375, 0.2132435514018691, 0.7408619147727272], [0.6756452943925234, 0.4215322329545455, 0.8563411822429907, 0.7285799886363636]]",4,opacity
ac8ac6f5f955,"[[0.2123692759433962, 0.0837569166666666, 0.3747198702830188, 0.3543755833333333], [0.5988234764150944, 0.1395796034482758, 0.7382657193396227, 0.3495214597701149]]",4,opacity
ac8e240acf88,"[[0.6683333325471699, 0.2964271637931034, 0.8849999599056605, 0.649760525862069], [0.2783333325471698, 0.3004885086206896, 0.5150000306603774, 0.7177873448275861]]",4,opacity
ac92f478c77e,"[[0.1860932804757185, 0.1416666653418124, 0.5407326362735381, 0.7016666653418124], [0.600300967955071, 0.165, 0.8981426164519327, 0.7716666653418123]]",0,opacity
ac94cb447ca7,"[[0.037988597274436, 0.2797281823394495, 0.1957726362781955, 0.7270668119266055], [0.6542744807330827, 0.4031710091743119, 0.7749328383458647, 0.810871995412844]]",3,opacity
ac979b5bce43,"[[0.0750000070754716, 0.1288984626436781, 0.3366666674528302, 0.5756417385057472], [0.5183333490566038, 0.1684961954022988, 0.7375, 0.6365613045977012]]",4,opacity
acab14e0ed17,"[[0.5804545733427362, 0.2739428381849315, 0.7485889421720733, 0.6952412200342466], [0.1210176339915373, 0.4507694863013698, 0.28230932651622, 0.7427114640410958]]",0,opacity
acac0f331a45,"[[0.6013914347512617, 0.5818022719298246, 0.8106460490266763, 0.8617672719298246]]",4,opacity
acae41f6c042,"[[0.1229783340582862, 0.3203258775684932, 0.223307294475859, 0.4320151969178082], [0.776761230969987, 0.4320151969178082, 0.9412349673771204, 0.6076426070205478]]",4,opacity
acb3af026387,"[[0.6112918989431968, 0.3848454648074369, 0.8026978269484808, 0.6151545351925631], [0.1669920376486129, 0.3559322045152722, 0.3782328401585205, 0.7198404614873838]]",1,opacity
acca96bd8543,"[[0.6201834840954275, 0.2880733946322067, 0.9761467644135188, 0.7064219781312127], [0.1541284393638171, 0.4660550447316103, 0.4788991003976143, 0.7302752037773359]]",1,opacity
acd6abf84731,"[[0.1606591078984485, 0.2393124914383561, 0.3182286389280677, 0.798196511130137]]",4,opacity
aceaa1504385,"[[0.1037594078947368, 0.4018348423165138, 0.2451127866541353, 0.6477063589449541]]",4,opacity
ad22bba45d10,"[[0.1858333176691729, 0.2544380332568807, 0.3200000046992481, 0.7181077838302753], [0.6166666658834586, 0.2249502924311926, 0.7791666306390979, 0.6998050143348624]]",0,opacity
ad3577882efb,"[[0.6772546509167842, 0.502120209090909, 0.8433731064880112, 0.7088412318181818], [0.2964980712270804, 0.5689069954545455, 0.4453467630465444, 0.6664369045454546]]",1,opacity
ad37a4fbedd4,"[[0.2571899905838041, 0.1753743620689655, 0.4046003531073446, 0.5741653936781609], [0.7153573069679849, 0.3869281091954022, 0.8398593126177025, 0.8392154885057471]]",2,opacity
ad43f0f0bfa6,"[[0.1513903172314347, 0.6559989649122807, 0.2234809444844989, 0.7875643684210527], [0.6900102956020188, 0.4956144824561403, 0.8867146791636624, 0.9341657894736842]]",1,opacity
ad4901d0adff,"[[0.2354051734293193, 0.1165191745283018, 0.4576402683246073, 0.6209439465408806], [0.5890168128272252, 0.1017699095911949, 0.873870602094241, 0.6725663482704403]]",0,opacity
ad4e1c8350fb,"[[0.1131986854460093, 0.1947138178571428, 0.383278535798122, 0.7029524535714285], [0.4734617194835681, 0.240449575, 0.7209957775821597, 0.7549769000000001]]",3,opacity
ad57016e19dc,"[[0.2374497828638497, 0.7195829071428571, 0.3393162764084507, 0.8458864428571428]]",4,opacity
ad628b539f9f,"[[0.7120115953947369, 0.5850977608944954, 0.9426551903195488, 0.9217684174311926]]",4,opacity
ad9728a13dbb,"[[0.1009821007853403, 0.5016666666666667, 0.4797517342931937, 0.8450000000000001]]",3,opacity
ada5b8897816,"[[0.1188664948210922, 0.5180694252873563, 0.2956756944444444, 0.7158291551724137], [0.6953467561205273, 0.5000000057471264, 0.798965197740113, 0.6616208879310345]]",3,opacity
adaa7dde6a5a,"[[0.7889004724178404, 0.5543268857142857, 0.8998112382629109, 0.7277340428571428], [0.1856543045774648, 0.5565219142857143, 0.3849329254694835, 0.7782197392857142]]",0,opacity
adb5a8631ace,"[[0.7281153435863874, 0.5154641823899371, 0.9649844764397904, 0.7356741312893083]]",1,opacity
ade3c3a06a61,"[[0.6721582863187588, 0.2749999999999999, 0.8519984379407616, 0.6766666652397261], [0.2273627997179125, 0.4683333347602739, 0.3522899259520451, 0.715], [0.1916693335684061, 0.14, 0.3838649153737658, 0.403333334760274]]",3,opacity
